shop_id,good_num,cmmt_num,consume,offer_cnt,ord_cnt
1415,6674.0,6702.0,537536.3700000001,3561,3704
1416,1297.0,1331.0,159569.86000000004,790,2299
1417,257.0,258.0,142515.31000000003,128,386
1418,22.0,29.0,,24,140
1419,1533.0,1925.0,1599747.8000000005,0,7076
1420,330.0,349.0,,453,785
1421,638.0,657.0,117582.3,736,922
1422,1026.0,1056.0,533551.86,1052,1234
1423,245.0,254.0,,131,490
1424,395.0,408.0,259052.88999999998,0,903
1425,249.0,255.0,,386,643
1426,295.0,371.0,,574,1178
1427,111.0,115.0,,0,377
1428,10537.0,10640.0,27976.690000000002,3176,6702
1429,3333.0,3353.0,,892,1509
1430,2194.0,2202.0,,1502,1761
1431,905.0,1070.0,,0,4216
1432,305.0,311.0,1120518.16,875,885
1433,39.0,40.0,,0,143
1434,5428.0,5691.0,665869.8200000001,1426,4796
1435,348.0,381.0,388007.68000000005,365,889
1436,3490.0,3506.0,,1795,2547
1437,340.0,412.0,,270,2109
1438,65.0,77.0,,129,299
1439,166.0,171.0,215277.83,99,305
1440,4573.0,4578.0,512.8299999999999,0,2207
1441,212.0,222.0,,174,595
1442,202.0,252.0,,1344,1392
1443,4474.0,5208.0,,6882,12388
1444,628.0,704.0,269.94,371,679
1445,11197.0,11229.0,,3931,4257
1446,153.0,179.0,,5,814
1447,191.0,211.0,131546.47,402,494
1448,118.0,130.0,,348,588
1449,1902.0,1916.0,15058.37,2680,3509
1450,238.0,284.0,2027.1599999999999,701,1183
1451,632.0,659.0,16108.710000000001,988,1101
1452,2617.0,2759.0,,3783,3784
1453,2705.0,2934.0,111499.73000000003,118,4760
1454,21.0,25.0,,123,124
1455,1525.0,1719.0,,550,5083
1456,17.0,18.0,208005.38,36,54
1457,122.0,149.0,,0,620
1458,568.0,571.0,1149462.8900000004,1116,1156
1459,62.0,75.0,,298,366
1460,1108.0,1128.0,237441.16999999995,492,1013
1461,1553.0,1591.0,136327.22000000003,2730,3437
1462,1596.0,1637.0,,313,1895
1463,374.0,410.0,,2130,2257
1464,2479.0,2704.0,342127.88,5792,6003
1465,130.0,137.0,1282666.6900000002,416,437
1466,107.0,116.0,,162,283
1467,199.0,214.0,,773,811
1468,27.0,33.0,,0,111
1469,1266.0,1344.0,252055.65999999997,4846,5777
1470,1395.0,1410.0,23213.29,896,1198
1471,162.0,206.0,,254,522
1472,203.0,223.0,,0,860
1473,448.0,574.0,,2043,2582
1474,109.0,122.0,,0,313
1475,4068.0,4228.0,,4114,6961
1476,194.0,202.0,,0,379
1477,451.0,467.0,621563.6599999998,808,817
1478,7229.0,7422.0,179462.08000000002,1951,8438
1479,806.0,825.0,83604.16999999997,1572,1597
1480,50.0,59.0,,150,256
1481,2420.0,2442.0,316.37,1823,1853
1482,17726.0,17730.0,16315.47,2334,2790
1483,1497.0,1549.0,,4,3741
1484,97.0,116.0,,49,353
1485,1197.0,1662.0,,3412,6872
1486,1190.0,1292.0,950962.9799999999,2557,3735
1487,136.0,140.0,478974.12999999995,0,392
1488,121.0,127.0,,46,256
1489,169.0,183.0,,571,754
1490,589.0,602.0,,836,845
1491,814.0,821.0,9755.240000000002,1459,1496
1492,255.0,264.0,397.26,0,685
1493,1456.0,1567.0,1680035.3199999994,2395,2656
1494,755.0,807.0,,118,1432
1495,9487.0,9527.0,3579041.7399999998,2751,3883
1496,230.0,234.0,,0,335
1497,2200.0,2221.0,49595.770000000004,1804,2192
1498,5097.0,5268.0,,698,4241
1499,98.0,111.0,,171,520
1500,3681.0,3958.0,,6959,7103
1501,4782.0,4786.0,,2053,2124
1502,551.0,677.0,,2541,2562
1503,216.0,220.0,68787.65999999999,32,587
1504,64.0,65.0,,111,157
1505,2150.0,2311.0,5132975.71,3014,4557
1506,1121.0,1308.0,,412,4650
1507,3996.0,4200.0,,2017,9506
1508,95.0,103.0,,61,474
1509,1907.0,1995.0,855499.9099999999,3079,5371
1510,450.0,557.0,,0,1631
1511,292.0,306.0,,477,1111
1512,103.0,113.0,,5,522
1513,363.0,395.0,,1046,1049
1514,247.0,260.0,88976.49000000003,492,835
1515,4752.0,5058.0,11630858.240000002,11642,11957
1516,589.0,710.0,,0,2557
1517,908.0,968.0,283069.86000000004,1716,2310
1518,2091.0,2723.0,,4451,10899
1519,275.0,276.0,,127,563
1520,833.0,998.0,,2534,2539
1521,280.0,295.0,,0,730
1522,13907.0,14052.0,4775888.39,4118,5040
1523,752.0,781.0,1220719.2900000005,690,2164
1524,390.0,410.0,33985.340000000004,649,659
1525,92.0,99.0,,24,416
1526,9215.0,9258.0,1233916.4100000001,989,2158
1527,269.0,272.0,34914.74999999999,586,598
1528,546.0,579.0,394655.18999999994,804,1058
1529,726.0,790.0,218331.67000000004,2114,2114
1530,339.0,384.0,,34,1201
1531,4334.0,4463.0,606803.7199999999,37,4468
1532,83.0,92.0,,163,326
1533,284.0,309.0,,0,898
1534,165.0,197.0,8019.3,211,431
1535,1705.0,2203.0,,4692,9190
1536,256.0,265.0,,295,629
1537,5148.0,5187.0,,2671,3811
1538,84.0,104.0,,192,422
1539,17539.0,17573.0,,4206,5352
1540,25174.0,25305.0,39339.88999999999,6251,7304
1541,132.0,136.0,271.41,242,269
1542,762.0,788.0,208494.82,664,942
1543,3008.0,3106.0,,4394,4401
1544,119.0,124.0,,40,143
1545,98.0,115.0,10252.210000000001,172,401
1546,367.0,380.0,273.86,189,511
1547,1250.0,1633.0,,0,6109
1548,1590.0,1604.0,233254.56,1433,1437
1549,426.0,441.0,,1105,1203
1550,10398.0,10450.0,31440.67,7402,8697
1551,37.0,37.0,,85,87
1552,57.0,64.0,487960.9299999999,171,186
1553,1184.0,1238.0,1198692.4199999997,1550,2612
1554,7904.0,8123.0,,12863,12957
1555,7393.0,7522.0,,14,9795
1556,2073.0,2440.0,,0,8326
1557,1382.0,1442.0,3452479.9899999993,2233,2274
1558,252.0,282.0,,178,1131
1559,216.0,222.0,540595.84,103,604
1560,7461.0,7497.0,,5127,5131
1561,4456.0,4517.0,,2067,4743
1562,605.0,640.0,,928,1111
1563,317.0,338.0,130282.93,725,729
1564,1348.0,1667.0,41171.55,2807,5657
1565,460.0,500.0,,0,1675
1566,984.0,1032.0,331481.0600000002,767,1945
1567,3541.0,3989.0,,6274,6279
1568,494.0,511.0,,168,1380
1569,1652.0,1914.0,5273823.950000001,2707,3560
1570,8772.0,8862.0,42576.509999999995,2677,4919
1571,970.0,978.0,143576.70999999996,196,2257
1572,107.0,137.0,,0,612
1573,403.0,445.0,,462,1113
1574,391.0,416.0,,388,413
1575,666.0,737.0,2435518.0400000005,734,1791
1576,23.0,28.0,,0,129
1577,37.0,46.0,,0,138
1578,249.0,262.0,581069.47,208,797
1579,450.0,502.0,,386,1224
1580,6990.0,7706.0,5677.17,18267,18481
1581,921.0,1028.0,1722162.7800000003,383,2484
1582,1846.0,2244.0,,3331,7370
1583,19972.0,20149.0,,5672,10115
1584,227.0,229.0,,6,729
1585,846.0,868.0,20562.130000000005,252,1867
1586,358.0,372.0,,1024,1062
1587,229.0,239.0,,495,555
1588,7480.0,7644.0,53311.990000000005,1935,6827
1589,503.0,534.0,285.42999999999995,784,1313
1590,1692.0,1779.0,213843.78000000006,2850,3014
1591,834.0,871.0,151875.51,940,1039
1592,41.0,49.0,,208,209
1593,3265.0,3501.0,1589176.4799999995,621,5321
1594,169.0,176.0,,0,521
1595,923.0,975.0,1514172.17,2171,2270
1596,2982.0,2998.0,,862,864
1597,446.0,463.0,41087.310000000005,654,1384
1598,1015.0,1114.0,377444.31,2583,2640
1599,12.0,15.0,,9,44
1600,10.0,15.0,,62,83
1601,62.0,64.0,,84,133
1602,190.0,206.0,,104,184
1603,842.0,995.0,,940,3086
1604,517.0,576.0,,203,1469
1605,755.0,779.0,258.85999999999996,1302,1471
1606,677.0,715.0,1436276.1500000004,1456,1774
1607,160.0,162.0,64932.03999999999,267,274
1608,639.0,664.0,16486.079999999998,2205,3235
1609,3032.0,3125.0,38866.04999999999,2506,2536
1610,118.0,127.0,,233,268
1611,11.0,13.0,,0,36
1612,6292.0,6336.0,,3324,3735
1613,3789.0,3808.0,18081.149999999998,2382,4740
1614,223.0,251.0,,351,585
1615,102.0,105.0,,154,188
1616,137.0,151.0,,23,345
1617,168.0,195.0,,0,809
1618,37.0,37.0,,6,33
1619,95.0,111.0,,328,372
1620,206.0,226.0,,0,737
1621,205.0,205.0,,208,306
1622,80.0,87.0,4048.7599999999998,15,161
1623,10343.0,10393.0,1992961.8099999998,1713,3204
1624,3490.0,3741.0,,1265,6073
1625,1197.0,1216.0,1137756.0400000003,661,1788
1626,121.0,126.0,246379.80999999997,240,440
1627,402.0,407.0,266840.68999999994,436,435
1628,404.0,412.0,,0,746
1629,466.0,488.0,40933.28000000001,39,1048
1630,1764.0,1878.0,,1651,3576
1631,79.0,88.0,,2,432
1632,743.0,848.0,9564.87,0,2609
1633,4811.0,4828.0,2576862.03,1514,2607
1634,194.0,227.0,87.08,626,1216
1635,93.0,94.0,,33,62
1636,4059.0,4073.0,,1783,1836
1637,1673.0,1742.0,,1235,1365
1638,3221.0,3404.0,775995.0800000001,2963,5892
1639,3318.0,3370.0,,286,2229
1640,83.0,85.0,88924.68,90,278
1641,51.0,53.0,,10,140
1642,6099.0,6116.0,,3725,4086
1643,62.0,65.0,,25,73
1644,2081.0,2574.0,,9292,10353
1645,736.0,753.0,304383.58999999997,1308,1443
1646,70.0,82.0,,238,301
1647,948.0,991.0,747214.84,499,2074
1648,169.0,201.0,305549.3800000001,942,995
1649,1050.0,1077.0,,786,2201
1650,82.0,95.0,,166,420
1651,686.0,713.0,,1840,1847
1652,580.0,647.0,,1979,1992
1653,988.0,1021.0,55593.99,1070,1115
1654,1272.0,1301.0,158287.15000000005,294,944
1655,3154.0,3172.0,9046.48,847,1179
1656,490.0,549.0,,0,1717
1657,345.0,352.0,12886.34,1,1572
1658,1509.0,1550.0,195.01,461,1713
1659,2273.0,2660.0,3699298.659999999,5325,5836
1660,480.0,496.0,126374.70999999998,881,1002
1661,858.0,890.0,1118902.8100000005,668,1204
1662,3106.0,3235.0,,7224,7751
1663,375.0,385.0,139325.8,771,798
1664,1394.0,1424.0,3112646.8699999996,3404,3922
1665,141.0,143.0,342595.77999999997,0,487
1666,27528.0,27611.0,,5762,8149
1667,144.0,183.0,,20,476
1668,22312.0,22755.0,7513006.569999999,9124,11495
1669,5750.0,5758.0,,1429,1523
1670,307.0,367.0,,2174,2191
1671,439.0,460.0,4554.180000000001,689,722
1672,935.0,979.0,387990.13999999996,648,1777
1673,21.0,21.0,151335.79999999996,66,72
1674,751.0,766.0,20757.21,473,505
1675,548.0,560.0,2004893.6199999994,1433,2814
1676,513.0,557.0,68265.65999999999,168,814
1677,1031.0,1049.0,152256.00999999998,1900,1984
1678,626.0,666.0,635333.5599999998,530,1176
1679,6286.0,7734.0,,86,18021
1680,234.0,268.0,820655.55,5,594
1681,42.0,44.0,,0,157
1682,1126.0,1160.0,647845.8400000002,675,1054
1683,6446.0,6490.0,,1455,2341
1684,129.0,135.0,,28,233
1685,153.0,184.0,34385.51000000002,9,709
1686,5099.0,5752.0,,13503,13525
1687,88.0,93.0,,6,357
1688,3875.0,3901.0,,1534,1971
1689,187.0,208.0,,444,567
1690,8650.0,8686.0,0.0,3087,4387
1691,1099.0,1123.0,,982,1360
1692,4211.0,4282.0,51497.28,3249,4536
1693,403.0,420.0,,508,511
1694,228.0,248.0,,182,896
1695,3027.0,3045.0,29227.95,771,2151
1696,21763.0,22023.0,,5179,6835
1697,3274.0,3290.0,1090367.3,2398,2568
1698,305.0,319.0,,2967,3047
1699,3967.0,3982.0,,1399,4315
1700,217.0,236.0,0.0,614,668
1701,87.0,94.0,,92,414
1702,566.0,581.0,112768.12999999998,581,679
1703,3284.0,3507.0,254403.69999999995,7224,8068
1704,133.0,142.0,,0,385
1705,758.0,770.0,154008.32000000007,555,1135
1706,512.0,518.0,299192.11000000004,186,578
1707,53.0,65.0,,0,215
1708,224.0,268.0,,44,829
1709,324.0,371.0,,19,896
1710,6056.0,6131.0,,1931,5787
1711,786.0,874.0,563315.7100000001,1311,2314
1712,102.0,107.0,,3,394
1713,769.0,794.0,408429.5300000001,0,1754
1714,76.0,94.0,95.77,34,302
1715,1178.0,1191.0,2299616.7499999995,13,2470
1716,266.0,280.0,,211,546
1717,229.0,248.0,,130,570
1718,149.0,167.0,,67,238
1719,974.0,981.0,585519.5200000001,901,1432
1720,759.0,836.0,2742190.6700000013,590,1700
1721,521.0,533.0,,607,905
1722,503.0,547.0,124611.61,651,1191
1723,139.0,155.0,,18,916
1724,1704.0,1723.0,,834,881
1725,108.0,129.0,,4,218
1726,670.0,710.0,280154.63999999996,658,1519
1727,444.0,452.0,1258.12,604,612
1728,58.0,74.0,,13,342
1729,600.0,635.0,,742,748
1730,1738.0,1759.0,,531,2379
1731,122.0,134.0,21.25,407,418
1732,51.0,53.0,,51,183
1733,33.0,38.0,,119,171
1734,10531.0,10547.0,688743.7799999998,5378,6188
1735,794.0,1017.0,,4450,5338
1736,53.0,61.0,,0,206
1737,1784.0,1802.0,1623942.6600000006,348,2306
1738,527.0,542.0,,1238,1247
1739,6732.0,7182.0,4517728.510000001,7607,14197
1740,12786.0,12794.0,12141.42,218,1818
1741,241.0,287.0,,24,752
1742,260.0,270.0,,234,350
1743,94.0,103.0,36847.2,93,290
1744,273.0,284.0,,398,534
1745,2086.0,2093.0,8486.61,3227,3227
1746,377.0,388.0,25063.129999999997,797,802
1747,5965.0,6050.0,,0,5188
1748,335.0,342.0,,795,815
1749,25215.0,25483.0,351878.20999999973,4839,7906
1750,38.0,41.0,,37,110
1751,699.0,782.0,1531360.7199999997,214,1762
1752,14.0,14.0,10030.42,8,62
1753,214.0,237.0,,443,716
1754,2230.0,2260.0,77205.93999999999,855,2489
1755,77.0,94.0,,76,269
1756,3800.0,4040.0,17736.53,5424,8070
1757,329.0,355.0,,117,785
1758,910.0,1091.0,,914,2571
1759,121.0,125.0,630.1700000000001,197,244
1760,4102.0,4149.0,,1137,1870
1761,48.0,51.0,,71,169
1762,54.0,55.0,,109,227
1763,6220.0,6227.0,,695,797
1764,359.0,411.0,326466.31,1058,1212
1765,1143.0,1335.0,,1065,4266
1766,146.0,160.0,,418,679
1767,4938.0,4979.0,70.92,2933,3953
1768,603.0,660.0,256121.44,899,1587
1769,68.0,77.0,58359.33,157,336
1770,38.0,60.0,42152.94,113,219
1771,3184.0,3213.0,,106,4797
1772,82.0,91.0,,8,356
1773,222.0,232.0,,46,817
1774,33.0,35.0,,24,78
1775,19457.0,19519.0,,3559,5903
1776,2984.0,2986.0,18632.420000000002,517,630
1777,82.0,86.0,508.33,173,247
1778,457.0,472.0,18505.1,265,453
1779,104.0,108.0,2026696.0900000003,311,320
1780,3086.0,3512.0,738701.9299999999,6690,7810
1781,578.0,651.0,,97,2082
1782,46.0,51.0,,145,145
1783,185.0,239.0,2068812.7899999993,61,1131
1784,761.0,775.0,,163,758
1785,63.0,66.0,5005.670000000001,97,276
1786,3707.0,4442.0,,4158,11220
1787,8.0,10.0,165.65,47,57
1788,130.0,144.0,,0,545
1789,141.0,157.0,0.0,273,599
1790,1191.0,1254.0,1155514.9400000002,1931,2182
1791,399.0,520.0,4973632.719999999,337,2361
1792,54.0,58.0,,44,127
1793,999.0,1084.0,2780329.87,727,2686
1794,22838.0,22907.0,31475.38,4512,6433
1795,37.0,43.0,12722.539999999999,70,165
1796,1138.0,1143.0,124.75,1467,1712
1797,279.0,312.0,1541462.3400000008,1175,1185
1798,45248.0,45317.0,69918.20999999998,6253,7354
1799,163.0,176.0,1465293.0900000003,16,768
1800,228.0,259.0,,35,733
1801,288.0,297.0,119054.66000000005,123,491
1802,3717.0,3778.0,706788.7899999998,1101,3138
1803,1537.0,1541.0,,1691,1775
1804,701.0,716.0,,729,954
1805,315.0,328.0,1309740.5999999999,132,787
1806,249.0,263.0,43997.30000000001,242,545
1807,780.0,796.0,,597,1067
1808,486.0,528.0,,1524,1586
1809,109.0,135.0,6498.24,0,753
1810,470.0,508.0,36562.37,820,994
1811,16458.0,16759.0,,8067,13059
1812,3936.0,3977.0,342452.51000000007,3485,5992
1813,32.0,42.0,,0,110
1814,7344.0,8344.0,9742208.94,68,12067
1815,460.0,477.0,725098.8499999997,402,1394
1816,235.0,247.0,,11,211
1817,685.0,697.0,85780.54000000002,84,610
1818,2518.0,2557.0,463276.00000000006,322,1690
1819,3868.0,3921.0,,1085,2697
1820,843.0,966.0,3813843.88,508,3128
1821,16.0,16.0,77765.13000000002,86,91
1822,96.0,101.0,979972.9099999996,7,282
1823,773.0,851.0,,907,1921
1824,412.0,446.0,,326,1054
1825,495.0,523.0,56103.74,1062,1251
1826,158.0,170.0,490244.94000000006,162,394
1827,303.0,341.0,1282863.3600000003,879,918
1828,1680.0,1711.0,728465.6799999998,3422,3431
1829,442.0,489.0,105680.51,634,725
1830,632.0,638.0,42369.9,14,917
1831,1235.0,1253.0,,980,1018
1832,8669.0,9079.0,3721915.970000001,6314,21779
1833,1103.0,1130.0,17724.55,426,612
1834,129.0,148.0,,0,612
1835,534.0,546.0,1512111.15,802,929
1836,44.0,48.0,1110073.7800000003,156,162
1837,1072.0,1144.0,528597.6599999997,319,3247
1838,374.0,487.0,,0,2423
1839,506.0,532.0,224837.96000000002,204,634
1840,198.0,232.0,,1,1058
1841,324.0,329.0,26891.57,69,154
1842,343.0,395.0,,49,1004
1843,1757.0,1980.0,,498,5084
1844,496.0,600.0,,380,1725
1845,11422.0,11459.0,,1229,3953
1846,779.0,808.0,35519.14000000001,439,950
1847,130.0,140.0,,310,338
1848,570.0,611.0,635298.3300000003,1059,1192
1849,56.0,58.0,268.46000000000004,27,224
1850,166.0,183.0,46462.20000000001,171,414
1851,4111.0,4205.0,1853188.2000000002,3058,3520
1852,4415.0,4448.0,,2754,3795
1853,14138.0,14206.0,,1926,7128
1854,2329.0,2344.0,1775.4199999999998,2745,3444
1855,18.0,20.0,,0,119
1856,242.0,246.0,1112796.61,733,737
1857,6202.0,6651.0,432036.88999999996,7974,7997
1858,629.0,644.0,,2331,2454
1859,145.0,149.0,1096384.96,108,225
1860,138.0,156.0,,0,635
1861,94.0,102.0,,339,374
1862,1594.0,1741.0,,0,4360
1863,798.0,889.0,2259.11,0,2005
1864,3112.0,3291.0,1356893.6099999996,6188,6901
1865,264.0,279.0,18573.519999999997,382,608
1866,610.0,649.0,433481.93999999994,2341,2370
1867,159.0,183.0,,10,314
1868,94.0,100.0,,126,304
1869,25.0,29.0,,0,76
1870,149.0,200.0,,370,1147
1871,46.0,48.0,290726.99000000005,6,60
1872,1252.0,1272.0,68119.0,16,1767
1873,370.0,382.0,,1,929
1874,3516.0,3528.0,,1523,1731
1875,1245.0,1475.0,,751,3767
1876,72.0,85.0,,0,352
1877,6050.0,6064.0,,3025,3676
1878,10566.0,10595.0,,1746,2478
1879,1119.0,1132.0,79242.88,101,786
1880,486.0,509.0,1284677.02,881,1014
1881,86.0,93.0,,7,262
1882,4521.0,5521.0,,2563,10827
1883,44.0,52.0,,290,315
1884,213.0,216.0,,30,301
1885,5071.0,5104.0,2860579.1299999985,724,1701
1886,220.0,263.0,,134,1498
1887,490.0,522.0,,14,1654
1888,1780.0,1798.0,1164.62,330,1521
1889,219.0,223.0,,0,566
1890,538.0,584.0,4515461.600000001,661,2669
1891,11203.0,11210.0,,1326,1791
1892,279.0,285.0,53284.65,347,436
1893,14056.0,14066.0,33468.55,1204,2380
1894,959.0,970.0,1090645.66,16,1044
1895,32.0,35.0,,0,128
1896,175.0,176.0,289.03999999999996,3,243
1897,10.0,12.0,,0,47
1898,641.0,839.0,,2115,3622
1899,330.0,356.0,1623.01,250,1010
1900,137.0,138.0,12034.859999999999,8,246
1901,607.0,608.0,,653,666
1902,1482.0,1584.0,1116475.1100000003,3,2626
1903,185.0,200.0,176316.38000000003,292,613
1904,229.0,243.0,,525,734
1905,209.0,223.0,,0,738
1906,571.0,599.0,,627,716
1907,140.0,155.0,88745.15000000001,195,318
1908,947.0,981.0,3047258.7199999993,852,2594
1909,12211.0,12819.0,563220.3200000001,7357,20477
1910,283.0,319.0,257672.88000000006,8,785
1911,13009.0,13026.0,1795.4399999999998,3131,3677
1912,12265.0,12744.0,,2615,12604
1913,2336.0,2426.0,,878,2134
1914,1049.0,1142.0,60995.0,562,1588
1915,156.0,168.0,,0,465
1916,941.0,944.0,237345.54999999993,711,755
1917,858.0,942.0,,996,1484
1918,969.0,1051.0,82544.55000000002,1725,1773
1919,584.0,644.0,,18,1960
1920,447.0,456.0,225104.0,757,911
1921,105.0,112.0,175532.09,0,354
1922,8553.0,8596.0,,4154,4176
1923,162.0,174.0,,2,254
1924,4041.0,4172.0,414938.72000000003,2345,5123
1925,448.0,466.0,169038.15,194,1119
1926,3518.0,3548.0,,1121,1421
1927,96.0,119.0,,284,440
1928,390.0,432.0,244527.62999999995,304,1443
1929,570.0,618.0,,1360,1426
1930,108.0,125.0,,0,153
1931,76.0,79.0,15966.9,95,129
1932,85.0,102.0,,1,486
1933,519.0,538.0,1136249.15,608,1982
1934,718.0,773.0,366566.19999999995,45,1744
1935,198.0,207.0,,254,547
1936,2333.0,2428.0,220240.07,6214,6262
1937,244.0,257.0,,0,853
1938,714.0,785.0,,0,1726
1939,110.0,121.0,,41,344
1940,1188.0,1197.0,701256.76,658,2100
1941,608.0,612.0,,475,1352
1942,814.0,848.0,,26,870
1943,3647.0,3667.0,142975.27,1084,2078
1944,881.0,957.0,1080058.3899999997,2577,2722
1945,1851.0,1906.0,,4,2690
1946,2821.0,2869.0,934635.3600000005,2137,3361
1947,5806.0,5856.0,,1305,1826
1948,529.0,572.0,2479613.8299999996,1150,1307
1949,639.0,651.0,388115.19000000006,391,1248
1950,1348.0,1372.0,,4,1467
1951,159.0,186.0,,16,614
1952,656.0,679.0,,170,1343
1953,1916.0,1958.0,341872.18000000005,11,2804
1954,2217.0,2238.0,,1710,2489
1955,3085.0,3143.0,27413.960000000003,6566,7248
1956,718.0,724.0,839177.5999999999,196,1722
1957,231.0,240.0,249.33,23,932
1958,305.0,334.0,,160,950
1959,156.0,183.0,,213,708
1960,890.0,908.0,1110787.0500000003,286,2242
1961,45.0,53.0,,1122,1411
1962,134.0,134.0,,109,163
1963,106.0,126.0,,0,532
1964,308.0,312.0,7020.9400000000005,463,498
1965,298.0,307.0,283744.1899999999,652,715
1966,392.0,395.0,658278.1900000004,34,643
1967,357.0,359.0,,0,643
1968,71.0,74.0,252214.42,169,230
1969,156.0,188.0,,274,405
1970,304.0,312.0,447017.44000000006,155,667
1971,36926.0,36928.0,156933.09,3475,4083
1972,166.0,176.0,,325,487
1973,3098.0,4570.0,,3677,7857
1974,28.0,29.0,2225.6699999999996,2,146
1975,29814.0,29852.0,27001.149999999998,3798,4588
1976,4139.0,4298.0,,1348,3606
1977,458.0,481.0,38624.020000000004,325,980
1978,321.0,384.0,,490,853
1979,2211.0,2338.0,,2325,2995
1980,476.0,532.0,2158529.8799999994,60,1895
1981,215.0,216.0,,562,859
1982,573.0,690.0,203286.77999999997,718,2449
1983,4895.0,4947.0,,2891,5041
1984,712.0,870.0,,1671,2482
1985,2154.0,2397.0,8329273.190000001,4708,4804
1986,425.0,502.0,,337,1451
1987,6834.0,6876.0,,5687,6877
1988,352.0,353.0,82.19999999999999,250,723
1989,576.0,627.0,,1159,1522
1990,390.0,433.0,,115,1355
1991,3834.0,3844.0,,1167,1369
1992,703.0,840.0,,1409,2335
1993,5779.0,5805.0,1552629.66,1397,3719
1994,531.0,559.0,30599.140000000003,426,821
1995,662.0,673.0,147712.26,596,660
1996,1041.0,1210.0,7718487.189999999,0,5239
1997,315.0,395.0,,0,1290
1998,42.0,48.0,,107,147
1999,1160.0,1184.0,271384.97000000003,191,808
2000,7596.0,7684.0,,4064,5476
2001,157.0,183.0,,23,582
2002,139.0,191.0,,182,723
2003,1431.0,1443.0,,5,835
2004,388.0,437.0,,0,1467
2005,1571.0,1603.0,467903.23,1691,2439
2006,1821.0,1853.0,762195.6299999999,3222,3231
2007,877.0,945.0,224809.09999999998,1604,1630
2008,98.0,108.0,,278,303
2009,1002.0,1022.0,1058151.32,1830,2004
2010,190.0,199.0,1208720.0099999995,157,395
2011,221.0,229.0,604647.6599999999,66,700
2012,8408.0,8431.0,21119.999999999996,845,1718
2013,4810.0,5789.0,,4851,10511
2014,115.0,128.0,171091.68000000008,261,264
2015,4057.0,4151.0,133555.19000000003,1126,1806
2016,3601.0,3623.0,48109.060000000005,516,1466
2017,18033.0,18206.0,2154.26,6594,7592
2018,129.0,134.0,1315626.9999999998,136,351
2019,4509.0,4530.0,68965.35,1622,2158
2020,7207.0,7221.0,112288.96999999996,1859,2130
2021,7455.0,7610.0,20078.72,8997,11031
2022,8576.0,8640.0,1418123.7599999995,6580,7146
2023,116.0,142.0,,467,708
2024,3734.0,3774.0,3815.64,1092,5486
2025,1323.0,1328.0,,391,599
2026,2479.0,2600.0,853073.7499999999,2776,5995
2027,192.0,227.0,6530.31,19,851
2028,540.0,598.0,32480.87,54,1638
2029,259.0,300.0,,0,1060
2030,188.0,240.0,,170,884
2031,313.0,313.0,9031.63,6,469
2032,6151.0,6289.0,,468,6756
2033,484.0,496.0,560577.5000000001,497,732
2034,149.0,157.0,10830.6,98,297
2035,10486.0,10516.0,84309.27,487,1677
2036,384.0,509.0,,96,1574
2037,1862.0,1902.0,,652,1014
2038,138.0,140.0,,132,421
2039,598.0,619.0,113.2,63,803
2040,19.0,20.0,,1085,1143
2041,687.0,735.0,2965507.4000000004,790,1246
2042,1326.0,1353.0,,4340,4787
2043,2353.0,2626.0,338247.97000000003,86,5679
2044,1794.0,1803.0,14456.450000000003,134,1538
2045,29.0,31.0,,79,81
2046,2843.0,2907.0,,26,4259
2047,12954.0,12960.0,185.9,3226,3401
2048,551.0,590.0,220528.18999999997,265,1058
2049,913.0,923.0,949435.8799999998,1228,1624
2050,178.0,217.0,,549,553
2051,143.0,153.0,,1,203
2052,2705.0,2910.0,390317.68000000005,5239,5288
2053,120.0,148.0,,762,852
2054,46.0,48.0,,85,149
2055,1026.0,1045.0,9758.44,1161,1745
2056,2268.0,2276.0,215930.7600000001,694,850
2057,321.0,393.0,,296,1233
2058,67.0,81.0,,397,400
2059,591.0,658.0,3186805.2600000002,47,1628
2060,921.0,1095.0,,5150,5452
2061,36.0,41.0,,0,150
2062,229.0,264.0,,123,308
2063,590.0,610.0,,1417,1512
2064,289.0,300.0,,386,558
2065,111.0,117.0,,14,343
2066,25.0,27.0,,98,98
2067,20.0,26.0,1504.4100000000003,90,95
2068,508.0,509.0,,13,504
2069,271.0,334.0,3144042.46,1339,1340
2070,4368.0,4436.0,,4207,4393
2071,19.0,21.0,,0,54
2072,666.0,690.0,484394.7100000002,181,2075
2073,198.0,221.0,,0,519
2074,6162.0,6358.0,1727703.93,8572,10204
2075,20.0,20.0,123396.18000000002,0,50
2076,413.0,431.0,,34,1210
2077,2977.0,3149.0,1930322.2099999995,2871,3732
2078,319.0,381.0,,37,1426
2079,549.0,573.0,,914,1018
2080,181.0,201.0,0.0,69,258
2081,1853.0,2345.0,,5640,7160
2082,2060.0,2086.0,,730,2678
2083,2774.0,2850.0,626788.3399999997,1750,3425
2084,177.0,197.0,,82,670
2085,957.0,970.0,428736.96,85,987
2086,86.0,103.0,,125,323
2087,76.0,98.0,38391.5,103,518
2088,214.0,214.0,,19,76
2089,1086.0,1088.0,,605,662
2090,1106.0,1117.0,84973.73999999999,1172,2250
2091,45.0,49.0,10451.160000000002,71,141
2092,1872.0,1875.0,,982,1104
2093,17986.0,18041.0,,6790,8248
2094,2018.0,2030.0,594368.8299999998,1310,2120
