shop_id,good_num,cmmt_num,consume,offer_cnt,ord_cnt,sale_amt_3m,sale_amt_3m
1131,223,275,,0,1040,83898.88,83898.88
1132,2437,2523,2223202.01,758,5700,243064.54,243064.54
1133,875,938,287855.12,591,1419,116051.66,116051.66
1134,263,328,,0,1136,42682.64,42682.64
1135,134,138,10234.11,0,456,29384.18,29384.18
1136,388,443,,213,1223,73467.25,73467.25
1137,689,712,0,509,1529,72459.34,72459.34
1138,7031,7542,,4889,8550,127003.97,127003.97
1139,2266,2354,2631466.51,5747,6135,346719.56,346719.56
1140,1974,2210,,3311,3323,26371.58,26371.58
1141,80,93,214.65,8,385,41601.71,41601.71
1142,563,590,47480.88,142,645,35755.6,35755.6
1143,106,114,,0,234,10040.31,10040.31
1144,184,201,,174,602,67912.52,67912.52
1145,7943,8258,2903767.46,12872,12876,385773.14,385773.14
1146,616,638,224494.81,1164,1349,43069.11,43069.11
1147,4282,4387,462181.93,1658,4651,377084.24,377084.24
1148,2925,2951,,2170,2314,495942.66,495942.66
1149,50,92,,0,219,43511.32,43511.32
1150,615,616,,306,465,57135.29,57135.29
1151,342,442,124738.35,271,1991,89963.1,89963.1
1152,233,269,47426.29,205,1096,82079.3,82079.3
1153,1732,2130,,6196,7812,213809.58,213809.58
1154,288,377,,956,1864,74171.6,74171.6
1155,6579,6603,,1901,2525,215912.95,215912.95
1156,76,77,79878.73,156,158,23528.16,23528.16
1157,295,312,,346,357,102114.5,102114.5
1158,289,323,,884,930,40422.74,40422.74
1159,3211,3220,24703.9,945,1072,36549.34,36549.34
1160,2844,2933,30655.86,338,1594,85431.36,85431.36
1161,6670,6696,218891.73,951,1409,56118.7,56118.7
1162,624,723,212175.98,2715,3216,112038.41,112038.41
1163,27,28,44436.14,73,124,19655.59,19655.59
1164,227,241,,23,326,27889.12,27889.12
1165,944,1004,,2612,2665,276441.43,276441.43
1166,652,685,563972.63,2000,2012,137755.68,137755.68
1167,292,298,0,146,507,83274.4,83274.4
1168,43,53,,59,130,20920.29,20920.29
1169,1971,2069,6878.2,3021,3728,115621.34,115621.34
1170,259,260,,27,379,16109.27,16109.27
1171,4807,4834,731.39,2572,2739,155618.22,155618.22
1172,187,193,,414,426,68561.72,68561.72
1173,755,762,302.28,373,743,55305.4,55305.4
1174,950,1011,3671883.68,1535,3080,410833.76,410833.76
1175,425,432,,124,895,37940.25,37940.25
1176,154,169,14939.05,76,663,45230.13,45230.13
1177,727,744,113009.29,883,888,104761.4,104761.4
1178,805,878,,220,1992,130500.57,130500.57
1179,153,165,,99,318,16534.63,16534.63
1180,311,325,751322.04,394,1059,181620.61,181620.61
1181,185,248,,229,1041,92242.35,92242.35
1182,3888,4044,32611.94,2608,4343,134172.1,134172.1
1183,2315,2418,948877.14,6910,6972,115110.12,115110.12
1184,332,346,11840.92,698,929,130829.57,130829.57
1185,110,119,221236.36,382,392,28284.42,28284.42
1186,4747,4757,,1213,1548,40455.29,40455.29
1187,1876,1960,409210.86,1673,5288,193652.16,193652.16
1188,2534,2623,,1262,3304,213722.52,213722.52
1189,329,351,,45,593,49009.7,49009.7
1190,978,1016,255564.06,1640,1673,174789.47,174789.47
1191,164,174,2257352.85,609,639,69274.52,69274.52
1192,412,417,1703673.99,999,1035,211557.16,211557.16
1193,2230,2656,,0,10101,438423.56,438423.56
1194,217,238,1064043.78,644,710,72545.88,72545.88
1195,2192,2204,702489.67,605,1380,73825.53,73825.53
1196,3029,3069,,1666,5406,281195.63,281195.63
1197,13380,13460,,5118,5744,384233.1,384233.1
1198,755,838,282495.59,962,1928,70496.5,70496.5
1199,56201,56228,40853.89,1662,5567,352068.7,352068.7
1200,1629,1666,301840.98,3555,4143,356397.2,356397.2
1201,205,237,,421,855,140264.05,140264.05
1202,141,150,,363,364,17509.36,17509.36
1203,3428,3560,,521,4358,152449.69,152449.69
1204,306,314,880168.82,307,746,67099.03,67099.03
1205,8488,8492,38628.77,1273,1385,30847.28,30847.28
1206,72,73,6927.54,60,116,75730.15,75730.15
1207,427,448,415.48,648,653,46714.06,46714.06
1208,351,376,,0,963,214215.62,214215.62
1209,208,223,,833,957,73753.67,73753.67
1210,83,88,3236.05,84,206,21331.12,21331.12
1211,78,80,,0,298,72536.21,72536.21
1212,1026,1027,121.92,843,858,48040.94,48040.94
1213,191,236,,10,978,46156.86,46156.86
1214,4700,4716,61869.13,3640,4050,267133.53,267133.53
1215,7997,8046,,2203,3882,398013.53,398013.53
1216,4,4,,7,92,116059.92,116059.92
1217,416,447,,931,1562,45844.69,45844.69
1218,9349,9389,,737,3336,138679.53,138679.53
1219,4062,4064,,2631,2752,218878.54,218878.54
1220,107,134,,149,543,45029.47,45029.47
1221,4956,4996,,3191,3979,266954.51,266954.51
1222,51,57,,5,277,12445.08,12445.08
1223,1247,1333,,2459,3520,101202.97,101202.97
1224,14,15,52810.91,0,68,19203.46,19203.46
1225,13477,13489,29064.57,1060,1550,82611.22,82611.22
1226,102,116,,0,391,61386.64,61386.64
1227,93,100,238634.07,134,195,60441.08,60441.08
1228,19,20,,0,81,18911.07,18911.07
1229,351,379,,0,1280,297453.73,297453.73
1230,54,55,202625.64,199,252,165300.32,165300.32
1231,11252,11257,222378.08,793,984,30034.21,30034.21
1232,354,365,56.12,468,928,300208.13,300208.13
1233,354,369,6260.74,871,879,43839.47,43839.47
1234,2205,2307,,2409,3245,115332.01,115332.01
1235,2069,2193,,1749,5416,146149.26,146149.26
1236,100,110,57587.16,522,523,18014.08,18014.08
1237,188,196,,450,550,53853.44,53853.44
1238,71,74,,46,119,12865.9,12865.9
1239,1328,1333,9925.87,177,770,91362.87,91362.87
1240,5227,5325,,1952,2583,96167.37,96167.37
1241,586,599,,1153,1153,104785.63,104785.63
1242,7817,7848,239346.31,1490,2192,122971.89,122971.89
1243,170,221,,235,867,28592.75,28592.75
1244,265,290,,47,441,83163.45,83163.45
1245,516,570,,145,1031,46764.68,46764.68
1246,3694,3705,503079.91,496,1231,130517.61,130517.61
1247,34544,34683,,2869,3947,129284.29,129284.29
1248,70,88,,255,574,57124.71,57124.71
1249,153,155,,0,327,17677.09,17677.09
1250,137,154,574854.47,327,403,75701.14,75701.14
1251,192,214,314135.23,136,374,73006.18,73006.18
1252,104,107,389473.71,267,270,34731.45,34731.45
1253,3522,3576,,939,6374,310425.36,310425.36
1254,51,56,,9,183,45054.21,45054.21
1255,3798,3879,24429.37,5803,7917,543191.35,543191.35
1256,282,283,3095.23,130,176,62779.2,62779.2
1257,321,356,157712.22,104,886,51777.48,51777.48
1258,17220,17296,,4330,5904,170169.08,170169.08
1259,93,114,127969.36,159,470,24897.1,24897.1
1260,17,17,67363.43,13,93,55105.25,55105.25
1261,713,724,,265,346,69335.8,69335.8
1262,2303,2324,,1008,1952,146905.22,146905.22
1263,1888,1920,18169.92,878,1784,97506.86,97506.86
1264,878,892,22731.72,17,1339,68300.88,68300.88
1265,1425,1430,12739.65,1212,1391,86840.67,86840.67
1266,4489,4507,,2141,2558,162027.3,162027.3
1267,1059,1100,580353.21,1847,2729,237905.66,237905.66
1268,1387,1394,68151.58,232,2813,295625.89,295625.89
1269,110,114,,0,358,30585.95,30585.95
1270,55,61,,0,187,53335.23,53335.23
1271,4152,4168,1011747.96,1923,2526,174945.41,174945.41
1272,385,406,122669.79,162,901,91842.92,91842.92
1273,3193,3304,1642362.48,1138,5891,192395.6,192395.6
1274,43,49,,247,286,53989.72,53989.72
1275,51,57,,0,209,38382.14,38382.14
1276,2196,2345,743794.36,4022,6195,324556.63,324556.63
1277,22651,22791,,2110,5241,210450.09,210450.09
1278,1598,1647,2077109.73,387,4386,358871.78,358871.78
1279,69,72,,71,243,25605.44,25605.44
1280,7729,7796,109812.72,3543,4789,457905.14,457905.14
1281,546,564,115157.42,763,866,49945.05,49945.05
1282,1344,1434,,1452,2664,257774.84,257774.84
1283,772,815,140212.76,20,1870,268913.67,268913.67
1284,234,256,,164,600,140653.57,140653.57
1285,9119,9235,120756.98,5676,6849,327964.88,327964.88
1286,130,158,,572,581,58459.46,58459.46
1287,1100,1128,,29,2130,112725.54,112725.54
1288,1557,1604,755273.84,2198,2909,176001.29,176001.29
1289,419,505,27262.89,825,2482,128989.26,128989.26
1290,85,101,271071.27,336,376,50979.61,50979.61
1291,698,755,763931.72,152,1441,120049.29,120049.29
1292,12,13,343443.54,6,87,11151.22,11151.22
1293,907,923,517223.56,563,1288,197103.81,197103.81
1294,612,648,2471991.61,45,2675,242697.53,242697.53
1295,442,483,98.57,13,1034,72716.27,72716.27
1296,51,59,,129,182,24583.73,24583.73
1297,532,568,1956917.26,1548,1626,285639.56,285639.56
1298,205,231,,0,590,51292.65,51292.65
1299,436,443,28886.69,98,372,24343.38,24343.38
1300,1919,1958,31865.74,4173,4185,247065.67,247065.67
1301,581,581,139.2,313,323,105400.97,105400.97
1302,1375,1379,0,652,736,36761.28,36761.28
1303,30,32,,1,134,25566.62,25566.62
1304,6470,6546,74017.38,2615,3494,160960.34,160960.34
1305,181,219,,125,730,46614.27,46614.27
1306,342,358,0,119,1272,48100.33,48100.33
1307,604,638,,136,2257,33263.76,33263.76
1308,632,687,,0,2069,206824.06,206824.06
1309,149,159,379957.42,188,327,17862.27,17862.27
1310,1494,1570,372326.83,2854,2993,151566.42,151566.42
1311,212,258,,499,587,64682.21,64682.21
1312,1240,1315,3907311.78,46,2996,344358.7,344358.7
1313,356,382,1029836.3,639,924,63677.02,63677.02
1314,202,212,,501,505,63595.52,63595.52
1315,193,199,101283.59,173,443,58295.85,58295.85
1316,1417,1500,,2223,2288,65787.33,65787.33
1317,379,402,,19,600,53807.51,53807.51
1318,139,146,654747.17,461,473,51017.11,51017.11
1319,25,26,18367.37,32,69,10193.11,10193.11
1320,273,313,,118,886,50370.2,50370.2
1321,268,308,,0,848,34407.48,34407.48
1322,1501,1523,147735.86,1326,2054,213460.78,213460.78
1323,4253,4292,,439,4074,275163.68,275163.68
1324,83,89,,0,269,183339.76,183339.76
1325,585,589,,41,466,47219.86,47219.86
1326,1446,1482,583535.3,2525,2581,266433.1,266433.1
1327,349,387,,4,1608,128129.19,128129.19
1328,189,209,1019446.5,170,601,62012.06,62012.06
1329,490,506,6465.17,297,710,120406.76,120406.76
1330,35,37,,0,75,52662.08,52662.08
1331,2808,2829,,669,3369,408762.43,408762.43
1332,69,70,,13,213,36342.03,36342.03
1333,130,147,23877.46,42,344,23053.24,23053.24
1334,482,509,,0,997,83847.67,83847.67
1335,319,361,,372,854,27713.28,27713.28
1336,37,37,,114,116,19820.45,19820.45
1337,231,238,928835.16,125,462,50101.37,50101.37
1338,783,847,,839,1346,38876.89,38876.89
1339,556,577,,653,839,94616.04,94616.04
1340,487,509,37192.93,503,967,166883.43,166883.43
1341,8842,8916,7190.65,2751,3711,273696.12,273696.12
1342,1051,1056,,1041,1140,117722.57,117722.57
1343,20096,20103,,1161,1595,85612.9,85612.9
1344,307,321,,395,1436,215908,215908
1345,868,968,,2201,2267,110700.22,110700.22
1346,6490,6507,,1800,2848,271698.8,271698.8
1347,768,1042,,22,3689,89206.55,89206.55
1348,1595,1605,44892.71,1471,1475,159397.79,159397.79
1349,362,481,,893,1889,59460.1,59460.1
1350,223,226,32373.39,236,403,325461.44,325461.44
1351,3893,3898,,698,933,106123.68,106123.68
1352,282,287,25747.07,300,340,43996.16,43996.16
1353,415,428,1299222.82,429,1012,103418.32,103418.32
1354,66,80,,3,310,51119.19,51119.19
1355,6559,6569,42728.86,1164,1452,41831.04,41831.04
1356,82,97,,10,312,12399.32,12399.32
1357,20000,20020,151789.61,1567,2027,56654.84,56654.84
1358,163,190,,1,736,30759.4,30759.4
1359,1648,1664,,3448,3452,347661.9,347661.9
1360,119,121,,324,324,15545.06,15545.06
1361,115,121,202116.31,74,103,56063.92,56063.92
1362,1130,1136,14052.49,2285,2421,191620.87,191620.87
1363,552,559,,62,197,31948.77,31948.77
1364,498,526,,79,1405,55552.18,55552.18
1365,2360,2389,46448.56,2609,3031,152155.82,152155.82
1366,754,764,50197.4,1001,1010,61508.89,61508.89
1367,49,54,20621.26,29,152,10053.53,10053.53
1368,78,83,,68,151,17745.65,17745.65
1369,174,190,,70,304,32465.82,32465.82
1370,49,52,,65,215,27780.18,27780.18
1371,4709,4735,545185.43,1007,1638,274888.18,274888.18
1372,297,347,,10,1005,38163.81,38163.81
1373,83,103,32907.77,52,276,26145.13,26145.13
1374,740,758,,0,724,54332.16,54332.16
1375,592,628,,291,1356,178674.05,178674.05
1376,66,75,,185,210,37751.94,37751.94
1377,726,904,,402,3286,110585,110585
1378,914,925,348.82,544,787,37192.76,37192.76
1379,622,626,,229,398,18108.32,18108.32
1380,632,641,,442,650,54918.84,54918.84
1381,6090,6218,,3860,5310,377959.67,377959.67
1382,470,488,,53,1153,53658.59,53658.59
1383,449,458,115556.42,5,420,48406.51,48406.51
1384,66,80,,0,291,25084.26,25084.26
1385,116,141,,0,851,70036.05,70036.05
1386,701,714,,536,588,48608.79,48608.79
1387,1374,1434,,792,3316,570956.25,570956.25
1388,145,153,,97,302,12709.8,12709.8
1389,601,607,,1128,1128,134306.1,134306.1
1390,209,230,,346,423,24257.89,24257.89
1391,430,445,363920.37,41,983,74801.81,74801.81
1392,4490,4611,369571.71,1628,2962,80979.13,80979.13
1393,72,77,149934.87,183,368,37344.41,37344.41
1394,964,1026,407958.29,991,2030,77859.84,77859.84
1395,11464,11471,103697.02,1426,1560,214902.15,214902.15
1396,2145,2162,107863.44,655,1270,75982.64,75982.64
1397,146,164,,6,212,36783.92,36783.92
1398,6437,6796,,3277,9397,289527.04,289527.04
1399,1224,1255,607343.53,1287,2139,355621.54,355621.54
1400,210,215,,0,611,46742.46,46742.46
1401,1280,1339,64620.92,474,1801,162937.67,162937.67
1402,39,47,,0,200,137053.23,137053.23
1403,1402,1471,,340,2851,202987.66,202987.66
1404,564,615,117492.74,924,1120,34455.56,34455.56
1405,77,85,38293.41,291,310,83589.1,83589.1
1406,552,569,633249.04,335,564,54799.69,54799.69
1407,472,593,,549,2274,74498.49,74498.49
1408,1139,1200,738916.07,1490,3796,218019.12,218019.12
1409,318,340,1014285.92,49,791,171961.05,171961.05
1410,404,434,,721,1316,47808.32,47808.32
1411,190,197,80010.96,504,506,268092.16,268092.16
1412,82,86,77570.09,145,196,24201.97,24201.97
1413,512,537,287436.05,183,1675,158099.89,158099.89
1414,1631,1864,115553.96,2471,4940,287790.14,287790.14
1415,6674,6702,537536.37,3561,3704,226169.44,226169.44
1416,1297,1331,159569.86,790,2299,149161.11,149161.11
1417,257,258,142515.31,128,386,54789.57,54789.57
1418,22,29,,24,140,16206.07,16206.07
1419,1533,1925,1599747.8,0,7076,137367.75,137367.75
1420,330,349,,453,785,154458.94,154458.94
1421,638,657,117582.3,736,922,127393.85,127393.85
1422,1026,1056,533551.86,1052,1234,192950.61,192950.61
1423,245,254,,131,490,13836.57,13836.57
1424,395,408,259052.89,0,903,91634.53,91634.53
1425,249,255,,386,643,61876,61876
1426,295,371,,574,1178,32897.47,32897.47
1427,111,115,,0,377,98262.24,98262.24
1428,10537,10640,27976.69,3176,6702,218521.32,218521.32
1429,3333,3353,,892,1509,114080.93,114080.93
1430,2194,2202,,1502,1761,144624.26,144624.26
1431,905,1070,,0,4216,176795.71,176795.71
1432,305,311,1120518.16,875,885,39616.03,39616.03
1433,39,40,,0,143,11375.06,11375.06
1434,5428,5691,665869.82,1426,4796,147927.59,147927.59
1435,348,381,388007.68,365,889,108133.56,108133.56
1436,3490,3506,,1795,2547,251533.92,251533.92
1437,340,412,,270,2109,151681.72,151681.72
1438,65,77,,129,299,33095.2,33095.2
1439,166,171,215277.83,99,305,34645.52,34645.52
1440,4573,4578,512.83,0,2207,215288.53,215288.53
1441,212,222,,174,595,54536.19,54536.19
1442,202,252,,1344,1392,20050.39,20050.39
1443,4474,5208,,6882,12388,230114.26,230114.26
1444,628,704,269.94,371,679,25229.13,25229.13
1445,11197,11229,,3931,4257,212759.25,212759.25
1446,153,179,,5,814,46762.28,46762.28
1447,191,211,131546.47,402,494,71272.5,71272.5
1448,118,130,,348,588,146645.05,146645.05
1449,1902,1916,15058.37,2680,3509,252334.94,252334.94
1450,238,284,2027.16,701,1183,38155.83,38155.83
1451,632,659,16108.71,988,1101,100609.11,100609.11
1452,2617,2759,,3783,3784,157156.31,157156.31
1453,2705,2934,111499.73,118,4760,39964.92,39964.92
1454,21,25,,123,124,15035.69,15035.69
1455,1525,1719,,550,5083,430230,430230
1456,17,18,208005.38,36,54,19959.21,19959.21
1457,122,149,,0,620,17409.98,17409.98
1458,568,571,1149462.89,1116,1156,247552.49,247552.49
1459,62,75,,298,366,51041.55,51041.55
1460,1108,1128,237441.17,492,1013,79509.26,79509.26
1461,1553,1591,136327.22,2730,3437,174825.65,174825.65
1462,1596,1637,,313,1895,87133.32,87133.32
1463,374,410,,2130,2257,58425.92,58425.92
1464,2479,2704,342127.88,5792,6003,285706.91,285706.91
1465,130,137,1282666.69,416,437,26587.91,26587.91
1466,107,116,,162,283,25256.88,25256.88
1467,199,214,,773,811,163689.68,163689.68
1468,27,33,,0,111,22227.28,22227.28
1469,1266,1344,252055.66,4846,5777,262393.58,262393.58
1470,1395,1410,23213.29,896,1198,135319.71,135319.71
1471,162,206,,254,522,18750.67,18750.67
1472,203,223,,0,860,78935.71,78935.71
1473,448,574,,2043,2582,50962.51,50962.51
1474,109,122,,0,313,48791.65,48791.65
1475,4068,4228,,4114,6961,336963.68,336963.68
1476,194,202,,0,379,10102.71,10102.71
1477,451,467,621563.66,808,817,64861.11,64861.11
1478,7229,7422,179462.08,1951,8438,214991.82,214991.82
1479,806,825,83604.17,1572,1597,96422.59,96422.59
1480,50,59,,150,256,39411.94,39411.94
1481,2420,2442,316.37,1823,1853,156923.8,156923.8
1482,17726,17730,16315.47,2334,2790,69927.85,69927.85
1483,1497,1549,,4,3741,567770.7,567770.7
1484,97,116,,49,353,35052.14,35052.14
1485,1197,1662,,3412,6872,107016.79,107016.79
1486,1190,1292,950962.98,2557,3735,63096.97,63096.97
1487,136,140,478974.13,0,392,33271.13,33271.13
1488,121,127,,46,256,25387.87,25387.87
1489,169,183,,571,754,76989.76,76989.76
1490,589,602,,836,845,46449.74,46449.74
1491,814,821,9755.24,1459,1496,193584.53,193584.53
1492,255,264,397.26,0,685,130341.52,130341.52
1493,1456,1567,1680035.32,2395,2656,131620.05,131620.05
1494,755,807,,118,1432,111649.32,111649.32
1495,9487,9527,3579041.74,2751,3883,369863.24,369863.24
1496,230,234,,0,335,24068.34,24068.34
1497,2200,2221,49595.77,1804,2192,160545.87,160545.87
1498,5097,5268,,698,4241,236222.37,236222.37
1499,98,111,,171,520,121783.79,121783.79
1500,3681,3958,,6959,7103,143317.19,143317.19
1501,4782,4786,,2053,2124,243148.83,243148.83
1502,551,677,,2541,2562,173148.09,173148.09
1503,216,220,68787.66,32,587,42628.37,42628.37
1504,64,65,,111,157,100403.45,100403.45
1505,2150,2311,5132975.71,3014,4557,253656.58,253656.58
1506,1121,1308,,412,4650,248233.41,248233.41
1507,3996,4200,,2017,9506,226466.43,226466.43
1508,95,103,,61,474,37959.25,37959.25
1509,1907,1995,855499.91,3079,5371,245844.63,245844.63
1510,450,557,,0,1631,63978.49,63978.49
1511,292,306,,477,1111,127386.25,127386.25
1512,103,113,,5,522,51243.09,51243.09
1513,363,395,,1046,1049,38525.86,38525.86
1514,247,260,88976.49,492,835,304966.62,304966.62
1515,4752,5058,11630858.24,11642,11957,577014.79,577014.79
1516,589,710,,0,2557,76803.1,76803.1
1517,908,968,283069.86,1716,2310,125270.23,125270.23
1518,2091,2723,,4451,10899,170881.88,170881.88
1519,275,276,,127,563,346228.06,346228.06
1520,833,998,,2534,2539,79846.93,79846.93
1521,280,295,,0,730,93131.41,93131.41
1522,13907,14052,4775888.39,4118,5040,277982.77,277982.77
1523,752,781,1220719.29,690,2164,236211.46,236211.46
1524,390,410,33985.34,649,659,83514.56,83514.56
1525,92,99,,24,416,146588.88,146588.88
1526,9215,9258,1233916.41,989,2158,83995.27,83995.27
1527,269,272,34914.75,586,598,259451.88,259451.88
1528,546,579,394655.19,804,1058,87642.27,87642.27
1529,726,790,218331.67,2114,2114,154740.23,154740.23
1530,339,384,,34,1201,107618.66,107618.66
1531,4334,4463,606803.72,37,4468,144673.56,144673.56
1532,83,92,,163,326,33966.58,33966.58
1533,284,309,,0,898,64111.47,64111.47
1534,165,197,8019.3,211,431,41063.19,41063.19
1535,1705,2203,,4692,9190,222297.59,222297.59
1536,256,265,,295,629,31979.83,31979.83
1537,5148,5187,,2671,3811,164704.1,164704.1
1538,84,104,,192,422,54296.08,54296.08
1539,17539,17573,,4206,5352,157826.6,157826.6
1540,25174,25305,39339.89,6251,7304,511974.79,511974.79
1541,132,136,271.41,242,269,26533.32,26533.32
1542,762,788,208494.82,664,942,91221.7,91221.7
1543,3008,3106,,4394,4401,90217.44,90217.44
1544,119,124,,40,143,63591.94,63591.94
1545,98,115,10252.21,172,401,33491.63,33491.63
1546,367,380,273.86,189,511,28746.92,28746.92
1547,1250,1633,,0,6109,165615.5,165615.5
1548,1590,1604,233254.56,1433,1437,108255.06,108255.06
1549,426,441,,1105,1203,49873.8,49873.8
1550,10398,10450,31440.67,7402,8697,433799.31,433799.31
1551,37,37,,85,87,50944.59,50944.59
1552,57,64,487960.93,171,186,128347.08,128347.08
1553,1184,1238,1198692.42,1550,2612,185382.92,185382.92
1554,7904,8123,,12863,12957,348700.16,348700.16
1555,7393,7522,,14,9795,803403.34,803403.34
1556,2073,2440,,0,8326,228298.32,228298.32
1557,1382,1442,3452479.99,2233,2274,203338.65,203338.65
1558,252,282,,178,1131,83481.77,83481.77
1559,216,222,540595.84,103,604,67228.29,67228.29
1560,7461,7497,,5127,5131,481560.21,481560.21
1561,4456,4517,,2067,4743,240928.99,240928.99
1562,605,640,,928,1111,154943.93,154943.93
1563,317,338,130282.93,725,729,124993.12,124993.12
1564,1348,1667,41171.55,2807,5657,156713.56,156713.56
1565,460,500,,0,1675,29977.88,29977.88
1566,984,1032,331481.06,767,1945,268300.82,268300.82
1567,3541,3989,,6274,6279,92230.6,92230.6
1568,494,511,,168,1380,60461.92,60461.92
1569,1652,1914,5273823.95,2707,3560,170527.54,170527.54
1570,8772,8862,42576.51,2677,4919,184761.57,184761.57
1571,970,978,143576.71,196,2257,218032.93,218032.93
1572,107,137,,0,612,61792.19,61792.19
1573,403,445,,462,1113,86465.95,86465.95
1574,391,416,,388,413,54750.74,54750.74
1575,666,737,2435518.04,734,1791,208989.3,208989.3
1576,23,28,,0,129,10736.59,10736.59
1577,37,46,,0,138,11138.01,11138.01
1578,249,262,581069.47,208,797,133224.92,133224.92
1579,450,502,,386,1224,57079.78,57079.78
1580,6990,7706,5677.17,18267,18481,412328.33,412328.33
1581,921,1028,1722162.78,383,2484,143243.18,143243.18
1582,1846,2244,,3331,7370,119537.2,119537.2
1583,19972,20149,,5672,10115,323047.61,323047.61
1584,227,229,,6,729,44642.71,44642.71
1585,846,868,20562.13,252,1867,80127.97,80127.97
1586,358,372,,1024,1062,114355,114355
1587,229,239,,495,555,51645.33,51645.33
1588,7480,7644,53311.99,1935,6827,247110.46,247110.46
1589,503,534,285.43,784,1313,173010.36,173010.36
1590,1692,1779,213843.78,2850,3014,160735.11,160735.11
1591,834,871,151875.51,940,1039,74390.35,74390.35
1592,41,49,,208,209,26051.45,26051.45
1593,3265,3501,1589176.48,621,5321,312913.52,312913.52
1594,169,176,,0,521,15412.41,15412.41
1595,923,975,1514172.17,2171,2270,462785.27,462785.27
1596,2982,2998,,862,864,44425.65,44425.65
1597,446,463,41087.31,654,1384,68039.8,68039.8
1598,1015,1114,377444.31,2583,2640,211623.97,211623.97
1599,12,15,,9,44,17493.4,17493.4
1600,10,15,,62,83,78568.16,78568.16
1601,62,64,,84,133,23055.71,23055.71
1602,190,206,,104,184,18957.16,18957.16
1603,842,995,,940,3086,70108.81,70108.81
1604,517,576,,203,1469,122144.74,122144.74
1605,755,779,258.86,1302,1471,58384.69,58384.69
1606,677,715,1436276.15,1456,1774,173480.83,173480.83
1607,160,162,64932.04,267,274,51139.58,51139.58
1608,639,664,16486.08,2205,3235,192353.85,192353.85
1609,3032,3125,38866.05,2506,2536,249950.73,249950.73
1610,118,127,,233,268,58489.7,58489.7
1611,11,13,,0,36,14665.66,14665.66
1612,6292,6336,,3324,3735,184215.52,184215.52
1613,3789,3808,18081.15,2382,4740,476022.77,476022.77
1614,223,251,,351,585,48739.42,48739.42
1615,102,105,,154,188,41601.71,41601.71
1616,137,151,,23,345,33640.33,33640.33
1617,168,195,,0,809,33061.34,33061.34
1618,37,37,,6,33,12440.37,12440.37
1619,95,111,,328,372,80628.1,80628.1
1620,206,226,,0,737,68622.01,68622.01
1621,205,205,,208,306,37308.4,37308.4
1622,80,87,4048.76,15,161,16753.26,16753.26
1623,10343,10393,1992961.81,1713,3204,218593.57,218593.57
1624,3490,3741,,1265,6073,173121.54,173121.54
1625,1197,1216,1137756.04,661,1788,194432.6,194432.6
1626,121,126,246379.81,240,440,54780.98,54780.98
1627,402,407,266840.69,436,435,67023.79,67023.79
1628,404,412,,0,746,48839.56,48839.56
1629,466,488,40933.28,39,1048,66934.67,66934.67
1630,1764,1878,,1651,3576,250058.11,250058.11
1631,79,88,,2,432,74583.76,74583.76
1632,743,848,9564.87,0,2609,145715.85,145715.85
1633,4811,4828,2576862.03,1514,2607,283542.17,283542.17
1634,194,227,87.08,626,1216,113495.96,113495.96
1635,93,94,,33,62,10395.47,10395.47
1636,4059,4073,,1783,1836,343325.63,343325.63
1637,1673,1742,,1235,1365,48763.19,48763.19
1638,3221,3404,775995.08,2963,5892,382397.21,382397.21
1639,3318,3370,,286,2229,276754.18,276754.18
1640,83,85,88924.68,90,278,39150.01,39150.01
1641,51,53,,10,140,19816.32,19816.32
1642,6099,6116,,3725,4086,403184.01,403184.01
1643,62,65,,25,73,11955.04,11955.04
1644,2081,2574,,9292,10353,283892.37,283892.37
1645,736,753,304383.59,1308,1443,99251.73,99251.73
1646,70,82,,238,301,50192.47,50192.47
1647,948,991,747214.84,499,2074,227616.69,227616.69
1648,169,201,305549.38,942,995,62422.56,62422.56
1649,1050,1077,,786,2201,182694.85,182694.85
1650,82,95,,166,420,50591.41,50591.41
1651,686,713,,1840,1847,117167.53,117167.53
1652,580,647,,1979,1992,85426.9,85426.9
1653,988,1021,55593.99,1070,1115,70720.43,70720.43
1654,1272,1301,158287.15,294,944,131644.13,131644.13
1655,3154,3172,9046.48,847,1179,106153.83,106153.83
1656,490,549,,0,1717,106250.28,106250.28
1657,345,352,12886.34,1,1572,107081.79,107081.79
1658,1509,1550,195.01,461,1713,193102.55,193102.55
1659,2273,2660,3699298.66,5325,5836,424266.39,424266.39
1660,480,496,126374.71,881,1002,70308.49,70308.49
1661,858,890,1118902.81,668,1204,290127.06,290127.06
1662,3106,3235,,7224,7751,339856.59,339856.59
1663,375,385,139325.8,771,798,102704.97,102704.97
1664,1394,1424,3112646.87,3404,3922,615553.29,615553.29
1665,141,143,342595.78,0,487,61024.88,61024.88
1666,27528,27611,,5762,8149,606247.83,606247.83
1667,144,183,,20,476,20019.5,20019.5
1668,22312,22755,7513006.57,9124,11495,595091.24,595091.24
1669,5750,5758,,1429,1523,72679.93,72679.93
1670,307,367,,2174,2191,35862.56,35862.56
1671,439,460,4554.18,689,722,148599.75,148599.75
1672,935,979,387990.14,648,1777,114979.99,114979.99
1673,21,21,151335.8,66,72,19120.04,19120.04
1674,751,766,20757.21,473,505,48943.63,48943.63
1675,548,560,2004893.62,1433,2814,240749.43,240749.43
1676,513,557,68265.66,168,814,67083.13,67083.13
1677,1031,1049,152256.01,1900,1984,76554.82,76554.82
